Employee,Employee ID CP,Employee Full Name,Employee First Name,Employee Last Name,Employee User ID,Employee Email Id,Employment Status,Employee Group,Personnel Subarea,Building,Job Family,Job Sub Family,HR Business Sub Group,Function,Sub Function,Function Unit,Local Type,Business Location,Position,Specialization,Supervisor Legal Name
1000293,40170293,Sadia Naser,Sadia,Naser,BdNaserSa,Sadia.Naser@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000294,40170294,Rahim Shah,Rahim,Shah,BdShahRa,Rahim.Shah@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Man. & Production Operations Management,Rafi Ferdous
1000295,40170295,Arman Khan,Arman,Khan,BdKhanAr,Arman.Khan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000296,40170296,Sakib Naser,Sakib,Naser,BdNaserSa,Sakib.Naser@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Assistant Engineer Electrical (Level-3),Manuf Electronic Equipment Technicn,Aisha Hasan.
1000297,40170297,Omar Farooq,Omar,Farooq,BdFarooqOm,Omar.Farooq@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Sales & Marketing,Not Assigned,Marketing & Sales,Sales,Commercial Development Team,Office,Not Assigned,Cdt Manager – Dairy,Business Development Strategy & Planning,Md. Gahangir
1000298,40170298,Imran Islam,Imran,Islam,BdIslamIm,Imran.Islam@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Field Employee,Food Dhaka Head Office,Sr. Regional Sales Manager,General Field Sales,Syed Iqbal Mahmud
1000299,40170299,Hasan Miah,Hasan,Miah,BdMiahHa,Hasan.Miah@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Field Employee,Food Dhaka Head Office,Regional Sales Manager,General Field Sales,Syed Iqbal Mahmud
1000300,40170300,Arman Naser,Arman,Naser,BdNaserAr,Arman.Naser@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000301,40170301,Elita Miah,Elita,Miah,BdMiahEl,Elita.Miah@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000302,40170302,Sakib Islam,Sakib,Islam,BdIslamSa,Sakib.Islam@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000303,40170303,Sakib Farooq,Sakib,Farooq,BdFarooqSa,Sakib.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000304,40170304,Aisha Islam,Aisha,Islam,BdIslamAi,Aisha.Islam@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000305,40170305,Maliha Sikder,Maliha,Sikder,BdSikderMa,Maliha.Sikder@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000306,40170306,Elita Sheikh,Elita,Sheikh,BdSheikhEl,Elita.Sheikh@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000307,40170307,Rahim Biswas,Rahim,Biswas,BdBiswasRa,Rahim.Biswas@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000308,40170308,Arman Ahmed,Arman,Ahmed,BdAhmedAr,Arman.Ahmed@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000309,40170309,Karim Khan,Karim,Khan,BdKhanKa,Karim.Khan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000310,40170310,Elita Khan,Elita,Khan,BdKhanEl,Elita.Khan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000311,40170311,Sakib Ferdous,Sakib,Ferdous,BdFerdousSa,Sakib.Ferdous@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000312,40170312,Imran Chowdhury,Imran,Chowdhury,BdChowdhuryIm,Imran.Chowdhury@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000313,40170313,Nadia Miah,Nadia,Miah,BdMiahNa,Nadia.Miah@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Sub Assistant Engineer Mechanical (Level,Manuf Mechanical Equipment Technicn,Aisha Hasan.
1000314,40170314,Imran Sultana,Imran,Sultana,BdSultanaIm,Imran.Sultana@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000315,40170315,Tanvir Ferdous,Tanvir,Ferdous,BdFerdousTa,Tanvir.Ferdous@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000316,40170316,Tanvir Farooq,Tanvir,Farooq,BdFarooqTa,Tanvir.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000317,40170317,Lina Sikder,Lina,Sikder,BdSikderLi,Lina.Sikder@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000318,40170318,Aisha Biswas,Aisha,Biswas,BdBiswasAi,Aisha.Biswas@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000319,40170319,Farah Ferdous,Farah,Ferdous,BdFerdousFa,Farah.Ferdous@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000320,40170320,Lina Farooq,Lina,Farooq,BdFarooqLi,Lina.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Sub Assistant Engineer Mechanical (Level,Repair & Maintenance Engineering,Aisha Hasan.
1000321,40170321,Sadia Islam,Sadia,Islam,BdIslamSa,Sadia.Islam@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,Supply Chain,Procurement,Procurement,Operations,Procurement,Ingredients - Scm,Office,Food Dhaka Head Office,Manager- Raw Material Procurement,Procurement,Shahnoor
1000322,40170322,Arman Khan,Arman,Khan,BdKhanAr,Arman.Khan@bd.xyz.com,Active,Regular,Dc Gazipur,Bd-Gazipur Distribution Centre,Supply Chain,"Warehousing, Distr & Transportation",Supply Chain,Operations,Supply Chain,Physical Logistics,Distribution,Food Gazipur Dc,Manager- Quality In Distribution,Warehouse Management,Tareq
1000323,40170323,Aisha Sardar,Aisha,Sardar,BdSardarAi,Aisha.Sardar@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,Finance,Tax,Finance & Control,Finance & Control,Specialist Services,Tax,Office,Food Dhaka Head Office,Sr. Manager- Taxation,Tax,Gehan Yasith
1000324,40170324,Lina Hasan,Lina,Hasan,BdHasanLi,Lina.Hasan@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Office,Food Dhaka Head Office,Regional Nutrition Manager,Med Rep Specialty Pract&Phys (Lifesci),Md. Ahteshamul
1000325,40170325,Omar Hossain,Omar,Hossain,BdHossainOm,Omar.Hossain@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Not Assigned,Marketing & Sales,Sales,Field Sales,Field Employee,Not Assigned,Area Sales Manager,General Field Sales,Md. Mashiur
1000326,40170326,Maliha Shah,Maliha,Shah,BdShahMa,Maliha.Shah@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Product Marketing & Management,Not Assigned,Marketing & Sales,Marketing,Brand Management,Office,Not Assigned,Marketing Manager - Confectionery,Product Marketing & Management,Shammi Rubayet
1000327,40170327,Aisha Ferdous,Aisha,Ferdous,BdFerdousAi,Aisha.Ferdous@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Sales & Marketing,Not Assigned,Marketing & Sales,Sales,Commercial Development Team,Office,Not Assigned,Nutrition Channel Manager,Business Development Strategy & Planning,Md. Gahangir
1000328,40170328,Nabil Sikder,Nabil,Sikder,BdSikderNa,Nabil.Sikder@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000329,40170329,Omar Biswas,Omar,Biswas,BdBiswasOm,Omar.Biswas@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000330,40170330,Karim Islam,Karim,Islam,BdIslamKa,Karim.Islam@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000331,40170331,Rahim Khan,Rahim,Khan,BdKhanRa,Rahim.Khan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000332,40170332,Nabil Sardar,Nabil,Sardar,BdSardarNa,Nabil.Sardar@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000333,40170333,Mahin Islam,Mahin,Islam,BdIslamMa,Mahin.Islam@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000334,40170334,Aisha Rahman,Aisha,Rahman,BdRahmanAi,Aisha.Rahman@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000335,40170335,Imran Sheikh,Imran,Sheikh,BdSheikhIm,Imran.Sheikh@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Technical & Production,Operations,Technical,Quality Management,Factory,Food Gazipur Factory,Lead Chemist,Manufacturing Quality Assurance,Kashif
1000336,40170336,Rafi Rahman,Rafi,Rahman,BdRahmanRa,Rafi.Rahman@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,Supply Chain Planning & Operations,Technical & Production,Operations,Supply Chain,Supply Chain,Factory,Food Gazipur Factory,Factory Supply Chain Manager,General Supply Chain Operations,Rashedul
1000337,40170337,Tanvir Sardar,Tanvir,Sardar,BdSardarTa,Tanvir.Sardar@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Executive,Med Rep Specialty Pract&Phys (Lifesci),Md. Mizanur
1000338,40170338,Farah Khan,Farah,Khan,BdKhanFa,Farah.Khan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,"Warehousing, Distr & Transportation",Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Warehouse Associate (Level-3),Materials Handling,Sanjit
1000339,40170339,Nabil Ahmed,Nabil,Ahmed,BdAhmedNa,Nabil.Ahmed@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,"Warehousing, Distr & Transportation",Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Warehouse Supervisor (Level-1),Materials Handling,Sanjit
1000340,40170340,Imran Sultana,Imran,Sultana,BdSultanaIm,Imran.Sultana@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000341,40170341,Lina Islam,Lina,Islam,BdIslamLi,Lina.Islam@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000342,40170342,Omar Ferdous,Omar,Ferdous,BdFerdousOm,Omar.Ferdous@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000343,40170343,Nabil Farooq,Nabil,Farooq,BdFarooqNa,Nabil.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000344,40170344,Nabil Sardar,Nabil,Sardar,BdSardarNa,Nabil.Sardar@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000345,40170345,Lina Sultana,Lina,Sultana,BdSultanaLi,Lina.Sultana@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000346,40170346,Rafi Bhuiyan,Rafi,Bhuiyan,BdBhuiyanRa,Rafi.Bhuiyan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000347,40170347,Jannat Farooq,Jannat,Farooq,BdFarooqJa,Jannat.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000348,40170348,Zara Sultana,Zara,Sultana,BdSultanaZa,Zara.Sultana@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000349,40170349,Mahin Biswas,Mahin,Biswas,BdBiswasMa,Mahin.Biswas@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000350,40170350,Mahin Ahmed,Mahin,Ahmed,BdAhmedMa,Mahin.Ahmed@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000351,40170351,Sadia Ferdous,Sadia,Ferdous,BdFerdousSa,Sadia.Ferdous@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000352,40170352,Farah Talukder,Farah,Talukder,BdTalukderFa,Farah.Talukder@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000353,40170353,Karim Rahman,Karim,Rahman,BdRahmanKa,Karim.Rahman@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Man. & Production Operations Management,Rafi Ferdous
1000354,40170354,Mahin Sardar,Mahin,Sardar,BdSardarMa,Mahin.Sardar@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Production Technician,Man. & Production Operations Management,Rafi Ferdous
1000355,40170355,Farah Khan,Farah,Khan,BdKhanFa,Farah.Khan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000356,40170356,Imran Naser,Imran,Naser,BdNaserIm,Imran.Naser@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000357,40170357,Nadia Hossain,Nadia,Hossain,BdHossainNa,Nadia.Hossain@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000358,40170358,Hasan Talukder,Hasan,Talukder,BdTalukderHa,,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,"Warehousing, Distr & Transportation",Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Mhe Operator (Level-7),Light Truck Delivery Drivers,Sanjit
1000359,40170359,Tanvir Sheikh,Tanvir,Sheikh,BdSheikhTa,Al.Hossen@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Executive,Med Rep Specialty Pract&Phys (Lifesci),Md. Ibrahim
1000360,40170360,Rafi Hossain,Rafi,Hossain,BdHossainRa,Mahfujur.Rahman@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Regional Sdt Couch,Med Rep Specialty Pract&Phys (Lifesci),Md. Emdadul
1000361,40170361,Nabil Kabir,Nabil,Kabir,BdKabirNa,Shajit.Alam@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md. Mahmudul
1000362,40170362,Farah Sheikh,Farah,Sheikh,BdSheikhFa,Shariful.Islam1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000363,40170363,Arman Ahmed,Arman,Ahmed,BdAhmedAr,Abdullah.Mamun@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Key Institution Ano,Med Rep Specialty Pract&Phys (Lifesci),Md. Sirajul
1000364,40170364,Nabil Sultana,Nabil,Sultana,BdSultanaNa,Shobuj.Hossain@Bd.Nestle.Com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Kazi
1000365,40170365,Mahin Naser,Mahin,Naser,BdNaserMa,Shohel.Aziz@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000366,40170366,Elita Shah,Elita,Shah,BdShahEl,Mdal.Amin1@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000367,40170367,Rafi Sikder,Rafi,Sikder,BdSikderRa,Md.Imtiaz@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000368,40170368,Imran Sultana,Imran,Sultana,BdSultanaIm,Zakir.Hossain4@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Production Technician,Manufacturing Packaging,Rafi Ferdous
1000369,40170369,Sakib Rahman,Sakib,Rahman,BdRahmanSa,Mdal.Amin@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000370,40170370,Mahin Kabir,Mahin,Kabir,BdKabirMa,Md.Amarat@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000371,40170371,Rahim Sheikh,Rahim,Sheikh,BdSheikhRa,Nurul.Islam2@Bd.Nestle.Com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
